,genres,id,release_date,title,vote_average
42419,Music,17399,2007-10-05,Zappa Plays Zappa,0
7779,Documentary,113290,1997-09-19,The Long Way Home,0
39498,Drama,389180,1969-03-21,The House of Light,0
33383,Drama,307276,2007-12-11,2,0
31616,Documentary,128625,2001-08-10,Rudyland,0
26814,Comedy,177580,1953-08-14,The Affairs of Dobie Gillis,0
42854,Science Fiction,69535,2007-09-23,Race to Mars,0
38967,Music,397914,2016-05-25,KISS: Rocks Vegas,0
40597,Science Fiction,227266,2013-01-01,Desolate,0
42622,Comedy,399811,2016-06-03,Ben Gleib: Neurotic Gangster,0
43122,Drama,64403,2001-06-01,Princesa,0
40288,Drama,413235,1953-10-06,The Veils of Bagdad,0
25435,Thriller,118751,1987-12-05,Flower and Snake 5: Rope Magic,0
35346,Comedy,63011,2007-10-09,Assume the Position with Mr. Wuhl,0
29385,Mystery,92716,1969-06-18,The Maltese Bippy,0
16105,Drama,137504,1953-08-19,"Older Brother, Younger Sister",0
397,Comedy,203119,1996-05-03,Open Season,0
40942,Documentary,100179,1965-04-23,London in the Raw,0
41270,Foreign,376543,1968-11-28,Outlaw: Goro the Assassin,0
37883,Comedy,192371,1953-08-14,Clipped Wings,0
17694,Documentary,52725,2008-01-01,Fierce Light: When Spirit Meets Action,0
43188,Documentary,173796,2013-12-13,Brave Miss World,0
20926,Comedy,166773,2012-12-31,Andrew Dice Clay: Indestructible,0
40901,Drama,322476,2012-11-09,Demons,0
37753,Drama,341745,2012-11-09,Aus Liebe zu Dir,0
13642,Documentary,270952,2008-01-01,The Life and Times of Allen Ginsberg,0
20548,Documentary,82866,2007-10-24,Fog City Mavericks,0
17228,Documentary,78526,2005-07-29,The Last Dispatch,0
24497,Comedy,208286,2014-01-19,Crimes Against Humanity,0
18875,Fantasy,319656,1983-11-16,Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0
29308,Thriller,320299,2014-01-21,Bleu catacombes,0
30612,Comedy,251028,2014-01-21,Morgan Murphy: Irish Goodbye,0
29354,Drama,100351,1965-02-10,Sylvia,0
39871,Documentary,402042,2016-06-09,Bosch. The Garden of Dreams,0
38400,Documentary,184561,2005-06-18,A Life Among Whales,0
43330,Documentary,428950,2016-05-05,Drain the Titanic,0
28468,Crime,327924,1987-11-10,The Confessions of Bernhard Goetz,0
41751,Drama,89307,1987-11-15,Perry Mason: The Case of the Scandalous Scoundrel,0
40434,Documentary,35698,2007-10-23,The Star of Bethlehem,0
26790,War,281215,1983-11-23,Memorial Day,0
27932,Western,184143,1993-02-28,Rio Diablo,0
35172,Documentary,46431,2005-06-21,The Education Of Shelby Knox,0
41808,Documentary,385933,2016-07-09,Room Full of Spoons,0
21542,Comedy,124298,1997-09-08,Kitchen Party,0
37057,Drama,196907,2001-08-23,L'ange de goudron,0
42160,Crime,286545,1988-01-01,Troublemaker,0
29272,Comedy,81894,1983-08-01,Getting It On,0
20919,Documentary,31715,2001-06-18,A Huey P. Newton Story,0
39785,Drama,404567,1969-06-13,Tibetana,0
36913,Action,347317,1969-01-01,Princess,0
24042,Drama,402857,1996-04-14,Captive Heart: The James Mink Story,0
43606,Drama,80267,1983-08-08,Cocaine: One Man's Seduction,0
22463,Action,292062,1987-11-09,Caught,0
4249,Romance,271462,2001-06-14,Russian Doll,0
27331,Western,46193,1953-07-17,"Ride, Vaquero!",0
45376,Comedy,261871,2013-12-12,Polar Flight,0
39691,Drama,340224,2014-01-01,"Hello, My Name Is Frank",0
41182,Romance,409160,2016-07-07,iGirl,0
43706,Documentary,60080,2008-01-01,They Killed Sister Dorothy,0
838,Drama,132641,1953-04-29,Wife,0
42878,Comedy,149883,2012-12-21,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,0
35662,Drama,63044,1983-07-01,De Vlaschaard,0
28534,Science Fiction,110779,1987-12-30,Urban Warriors,0
36728,Documentary,161361,1993-04-08,The Forbidden Quest,0
44968,Romance,350808,1953-12-22,The Milkmaid,0
38375,Documentary,328844,2007-10-27,Eloquent Nude: The Love and Legacy of Edward Weston & Charis Wilson,0
39814,Drama,399097,2016-05-10,The Polar Boy,0
36827,Family,293471,2014-01-17,Jill and Joy,0
35971,Action,259835,1965-03-05,Kindar the Invulnerable,0
39433,Thriller,402877,2016-05-06,Lifeline,0
42017,Drama,97073,1993-02-19,Perry Mason: The Case of the Skin-Deep Scandal,0
44623,Drama,50662,2007-10-25,South Of Pico,0
26963,Drama,46145,1952-12-10,"Invasion, U.S.A.",1
20479,Drama,161187,2013-02-15,Saving Lincoln,1
44923,Family,84626,1988-10-19,Nukie,1
34569,Comedy,134881,2007-06-17,More of Me,1
37450,Documentary,262713,2013-02-15,Godheten,1
30184,Animation,86700,2006-01-26,Zodiac: The Race Begins...,1
34868,Documentary,329066,2014-11-22,Those Who Feel the Fire Burning,1
7776,Drama,110598,1978-12-22,Moment by Moment,1
21027,Crime,160758,2012-11-30,A Dangerous Place,1
22796,Action,232731,2013-12-31,Attila,1
27810,Documentary,121749,1986-06-06,Is It Easy to Be Young?,1
31140,Thriller,262522,2000-04-04,Poison,1
43757,Fantasy,360998,2003-01-01,Metamorphosis,1
31505,Documentary,348528,1998-08-23,This Is Not an Exit: The Fictional World of Bret Easton Ellis,1
19250,Horror,155341,1992-01-29,Ax 'Em,1
28858,Drama,167951,1981-01-01,Body and Soul,1
44219,Science Fiction,154371,1956-01-01,Manhunt in Space,1
17506,Documentary,80210,2011-07-15,The Undefeated,1
44210,Action,31125,1968-05-08,The Hellcats,1
34184,Adventure,110261,1983-07-31,The Seven Magnificent Gladiators,1
44242,Drama,84643,1967-01-28,Danger!! Death Ray,1
41341,Drama,408267,2017-03-09,Godless,1
43034,Comedy,133684,2007-10-04,The Russian Game,1
34468,Horror,27766,1996-10-22,Santa Claws,1
15469,Documentary,166677,2004-12-31,The Flight That Fought Back,1
44239,Drama,89993,1951-03-05,Racket Girls,1
33158,Thriller,58895,2007-10-27,Hush Little Baby,1
27073,Comedy,145194,1996-10-24,Such Is Life,1
20844,Documentary,56584,1979-01-01,"The Late, Great Planet Earth",1
24063,Documentary,329227,2014-03-05,Mi Amigo Hugo,1
26197,Western,108789,1968-07-26,Hate Thy Neighbor,1
28636,Action,106922,1967-03-24,The incredible Paris Incident,1
14578,Adventure,44808,1999-03-23,Sweepers,1
31107,Fantasy,296367,2014-04-14,Morning Star,1
40390,Comedy,388256,2017-05-23,Mamaboy,1
44435,Science Fiction,205908,2004-05-22,Recon 2020:  The Caprini Massacre,1
21904,Science Fiction,87302,1989-08-01,Alien Space Avenger,1
44216,Science Fiction,118155,1987-01-01,Star Force: Fugitive Alien II,1
33388,Action,106546,2004-11-24,Moscow Heat,1
42800,Horror,86658,2010-10-27,Zombie Christ,1
27596,Fantasy,31985,2006-07-22,Lightspeed,1
30489,Documentary,200938,2008-06-12,Intangible Asset Number 82,1
8686,Horror,122677,1972-01-21,Blood of Ghastly Horror,1
21784,Horror,78250,1971-01-01,Blood Shack,1
41456,Science Fiction,113119,1987-01-01,Fugitive Alien,1
43182,Romance,310814,2003-01-01,Julie & Jack,1
31297,Fantasy,29420,1977-09-14,Cinderella 2000,1
38826,Thriller,101916,2006-02-20,"Live Once, Die Twice",1
23732,Horror,73250,2011-12-09,Bloodline,1
29945,Fantasy,113040,2012-06-12,Alien Origin,1
39000,Comedy,292610,1977-09-13,Ladies' Doctor,1
44262,Adventure,84633,1993-10-01,Quest of the Delta Knights,1
32783,Comedy,77986,2003-04-18,A Key to the Bedroom,1
31853,Comedy,312167,2014-12-05,Merry Ex-Mas,1
42798,Comedy,224113,2013-08-14,Zombie Fever,1
34239,Drama,208783,2003-06-21,"Poor, Poor Pavel",1
19781,Drama,42939,2007-06-19,H.P. Lovecraft's The Tomb,1
34693,Adventure,64046,1993-06-06,The Secret of Queen Anna or Musketeers 30 Years Later,1
44225,Drama,89763,1960-06-16,The Girl in Lovers Lane,1
38350,Animation,68828,1986-12-16,Outlanders,1
15727,Documentary,139433,2011-01-01,No One Dies in Lily Dale,1
3705,Comedy,277726,1998-11-02,Better Living,1
44235,Drama,31118,1963-01-01,The Skydivers,1
11194,Comedy,39797,1996-12-25,Att stjäla en tjuv,1
40716,Mystery,292022,2014-01-01,After Midnight,1
39364,Drama,371942,2015-12-08,Le nozze di Laura,1
43392,Drama,220669,2007-10-29,Королёв,1
19313,Action,36859,2003-01-01,Bells of Innocence,1
29236,Horror,119592,1986-01-01,Nightmare Weekend,1
26796,Drama,108259,1990-10-21,The Love She Sought,1
43680,Romance,79234,1993-06-06,Wandering Sagittarius,1
27692,Drama,286805,2014-08-15,Dark Dungeons,1
38090,Drama,75537,2008-09-06,Son of Sam,1
31301,Horror,42477,1971-08-01,Brain of Blood,1
7129,Horror,76176,2000-10-31,Da Hip Hop Witch,1
42340,Comedy,60447,2010-03-22,Devolved,1
3789,Documentary,15752,1999-01-01,Barenaked in America,1
38765,TV Movie,374603,2016-01-02,Love in Paradise,1
44241,Thriller,31123,1966-11-01,Night Train to Mundo Fine,1
44252,Action,31240,1966-01-05,Agent for H.A.R.M.,1
34460,Adventure,31396,1964-06-27,Hercules Against the Moon Men,1
44206,Thriller,113158,1961-01-01,Rocket Attack U.S.A.,1
44237,Drama,278758,1970-09-29,San Francisco International,1
11945,Adventure,101897,1992-04-17,Boris and Natasha,1
29363,Western,167101,1958-11-02,Born Reckless,1
20278,Action,70404,2002-08-11,First Shot,1
42624,Comedy,422551,2016-07-26,Josh Blue: Delete,1
31889,Horror,123389,2010-08-01,Mr. Hush,1
40100,Drama,63877,2004-07-05,The Ranch,1
38171,Action,31124,1969-05-01,Five the Hard Way,1
36416,Drama,96334,1967-09-01,Wild Rebels,1
44111,Drama,206648,1982-10-01,Red Bells Part I: Mexico on Fire,1
17731,Drama,18375,2007-05-05,A Stranger's Heart,1
39855,Comedy,184799,1980-01-18,Just Tell Me What You Want,1
41721,Documentary,324263,2015-03-14,Breaking a Monster,1
29219,TV Movie,301304,2014-11-06,Doug Benson: Doug Dynasty,1
8132,Comedy,31117,2004-08-27,Superbabies: Baby Geniuses 2,1
26517,Action,16309,2008-01-18,Monster,1
23735,Horror,262267,2012-10-20,Darkest Night,1
27041,Horror,103433,2006-03-28,Hillside Cannibals,1
44258,Horror,31382,1971-08-23,The Touch of Satan,1
42036,Action,91339,1993-01-01,Kill Zone,1
44211,Horror,28590,1955-07-17,King Dinosaur,1
33573,Horror,70553,1992-03-22,Sleepaway Camp IV: The Survivor,1
33099,Western,65586,1950-01-06,"Davy Crockett, Indian Scout",1
31884,Fantasy,86215,2012-10-28,The Cloth,1
44232,Action,198558,1963-01-10,Colossus and the Headhunters,1
32853,Horror,70069,2007-01-06,Doomed,1
34770,Horror,242376,2013-09-10,Reality Terror Night,1
44227,Adventure,31258,1966-01-01,The Wild World of Batwoman,1
36002,Action,3692,1966-02-17,Secret Agent Super Dragon,1
39484,Action,31128,1985-01-01,Final Justice,1
20415,Drama,257176,2007-01-01,Shadow People,1
34963,Horror,171277,2015-04-10,The House Across the Street,1
35227,TV Movie,195752,1989-04-15,Tarzan in Manhattan,1
21756,Horror,97790,2000-08-22,Prison of the Dead,1
39909,Action,132765,2008-01-08,Stone & Ed,1
45181,Adventure,305147,2004-08-26,A Wolf from Vesyegonsk,1
44675,Drama,262447,1983-11-21,Postscript,1
36647,Documentary,249347,2003-10-16,Landscape,1
39003,Action,31264,1982-12-13,The Blade Master,1
45422,Action,63898,2007-09-06,Antidur,1
44253,Action,62855,1959-03-19,Prince of Space,1
40652,Documentary,244331,2004-08-18,Homeless in America,1
18300,History,378477,2010-02-21,Metrobranding,1
44497,Comedy,103301,1990-02-01,Babnik,1
23020,Comedy,116760,1978-03-03,Sextette,1
42551,Thriller,429838,2016-12-20,Cam-Girl,1
35568,Comedy,40121,2008-10-11,Cheer Cheer Cheer!,1
7091,Horror,22727,1961-06-02,The Beast of Yucca Flats,1
26533,Horror,30402,2005-03-29,Intermedio,1
43515,Romance,330878,2014-08-21,"Kidnapping, Caucasian Style",1
27291,Action,188357,2013-02-09,Richard The Lionheart,1
35615,Drama,68360,2008-10-08,Unspoken,1
37605,Thriller,257004,2013-03-01,The Stalker,1
6478,Romance,114776,1997-05-20,Changing Habits,1
17135,Horror,28723,2007-04-24,Diary of a Cannibal,1
36997,Action,55376,2008-10-17,Karzzzz,1
39734,Adventure,273127,1996-03-01,VeggieTales: Dave and the Giant Pickle,1
25699,Drama,13383,1959-11-26,Santa Claus,1
3340,Comedy,99008,1967-05-01,Hillbillys in a Haunted House,1
39635,Horror,50688,1971-03-01,Isle of the Snake People,1
42484,Romance,388907,2015-10-22,Water Boyy,1
28737,Action,69999,2004-02-17,Absolute Aggression,1
41208,Comedy,243599,2011-11-27,A Holiday Heist,1
35967,Action,47363,1991-07-13,Deathstalker IV: Match of Titans,1
7821,Horror,28159,1974-01-15,It Lives By Night,1
34702,Action,207696,1961-12-31,713-й просит посадку,1
44234,Crime,186584,1977-05-03,Code Name: Diamond Head,1
13564,Documentary,284117,2008-03-27,Fitna,1
25602,Action,88253,1987-03-01,Down Twisted,1
44231,Horror,92809,1957-12-31,The Dead Talk Back,1
20734,Comedy,158231,2012-10-10,Putzel,1
26724,Science Fiction,36258,1996-01-01,Orion's Key,1
31478,Drama,338234,2015-05-15,The Livingston Gardener,1
28853,Comedy,90806,1980-03-01,Hot T-Shirts,1
14130,Documentary,106006,2003-02-06,Living with Michael Jackson: A Tonight Special,1
32860,Comedy,295884,2014-11-14,Saving Christmas,1
22502,Horror,73554,2006-11-01,The Raven,1
39750,Family,273205,2008-03-06,VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue,1
9093,Comedy,74097,1997-01-01,Bikini Summer III: South Beach Heat,1
43463,Horror,279965,2014-08-22,Shockwave Darkside,1
6365,Horror,113739,1962-02-01,Ring of Terror,1
2443,Drama,53685,1998-08-07,Telling You,1
32975,Science Fiction,28538,1967-01-18,The Snow Devils,2
30807,Thriller,161782,2013-01-22,Hansel & Gretel: Warriors of Witchcraft,2
32573,Thriller,87388,1992-01-05,In the Arms of a Killer,2
44946,Drama,70207,2003-01-05,The Crooked E: The Unshredded Truth About Enron,2
36667,Science Fiction,175380,1993-11-02,Twilight Zone,2
43136,Thriller,264760,2013-12-15,Deadly Revenge,2
43446,Thriller,233444,2014-07-25,Cold Harbour,2
35385,Fantasy,79720,1972-01-01,Santa and the Ice Cream Bunny,2
24536,Comedy,157058,2013-01-14,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2
43074,Documentary,220890,2012-08-19,The Batman Shootings,2
25732,Animation,116977,2012-06-15,Foodfight!,2
35875,Comedy,68184,2011-04-22,Cougar Hunting,2
23236,Drama,77333,1970-09-04,Leo the Last,2
36777,Drama,89757,1968-08-23,Smoke and Flesh,2
31970,Horror,115451,2012-06-16,Spirit Stalkers,2
22095,Drama,76422,2001-05-12,My Louisiana Sky,2
43814,Science Fiction,31119,1965-07-01,Monster a-Go Go,2
31623,Horror,124054,2012-08-04,Shark Week,2
32902,Horror,248561,2013-08-17,Krampus: The Christmas Devil,2
8607,Horror,22293,1966-11-15,Manos: The Hands of Fate,2
37380,Documentary,124762,2012-08-04,Inori,2
21164,Comedy,118690,2012-08-24,Keith Lemon: The Film,2
44257,Horror,87874,1995-01-01,Werewolf,2
40281,Horror,116514,2011-04-14,The Forest,2
43718,War,210734,2012-08-13,Battlefield Death Tales,2
26635,Drama,93892,1961-03-26,The Hoodlum Priest,2
37451,Documentary,130993,2012-06-21,Future My Love,2
43695,Romance,31380,1994-03-17,Time Chasers,2
32876,Drama,163942,2011-03-17,Adrienn Pál,2
23327,Thriller,259879,2014-03-18,20 Ft Below: The Darkness Descending,2
41434,Adventure,29066,1961-05-01,Atlas,2
35792,Drama,5953,1970-10-22,The Lady in the Car with Glasses and a Gun,2
33996,Fantasy,59095,2001-04-12,Revelation,2
35167,Action,27009,2002-01-01,Beneath Loch Ness,2
26020,Horror,32304,2002-01-01,Nine Lives,2
18580,Drama,75469,2011-10-14,Oka!,2
27613,Comedy,76155,1993-03-01,Seventh Heaven,2
13799,Horror,51260,1963-09-04,The Crawling Hand,2
42680,Action,112708,1994-12-14,Cage II: The Arena of Death,2
22975,Action,3162,1973-01-01,Blackenstein,2
6445,Drama,125952,2002-05-01,Seaside,2
26234,Thriller,253794,2014-02-01,Haunting of the Innocent,2
39013,Horror,79078,2011-11-01,2011-11-11,2
44461,Comedy,50227,2002-08-02,The Fear of Speed,2
42756,Action,179105,2013-03-21,Scavengers,2
22122,Comedy,140750,2012-11-13,ThanksKilling 3,2
38010,Horror,117023,2001-01-01,Sharkman,2
42469,Drama,271826,2014-05-15,An Eye for Beauty,2
44560,Science Fiction,83413,1972-01-01,Blood Freak,2
38690,Fantasy,87018,2011-11-06,The One Warrior,2
23852,Action,4992,1969-10-08,Shark!,2
42338,Action,74561,2011-09-12,Amsterdam Heavy,2
15924,Thriller,27441,1968-02-01,Countdown,2
25536,Fantasy,85336,2011-11-09,Madonna's Pig,2
31839,Horror,29883,2002-07-29,The Untold,2
31951,Thriller,256511,2014-01-14,Cut!,2
32464,Mystery,94052,2002-03-10,Azazel,2
33458,Action,64526,2000-07-21,Alex L'ariete,2
32570,Action,189723,1962-09-16,Hero's Island,2
21715,Documentary,132887,2012-10-09,First Cousin Once Removed,2
31834,Comedy,233564,2014-01-10,Dumbbells,2
39841,Drama,49635,2002-02-24,The Rosa Parks Story,2
43737,Horror,310933,2013-06-01,Bleeding Hearts,2
22452,Thriller,206183,2002-07-23,Bad Karma,2
30047,Adventure,36530,1968-01-01,Voyage to the Planet of Prehistoric Women,2
44221,Horror,63088,1965-10-29,The Eye Creatures,2
24833,Horror,207263,2013-04-03,Dead of the Nite,2
43098,Comedy,210288,2012-10-17,Gettin' In,2
42133,Comedy,83271,2000-08-11,Año Mariano,2
29981,Action,277399,2014-06-13,2047: Sights of Death,2
23951,Thriller,275619,2014-06-10,Age of Tomorrow,2
43741,Documentary,54400,1991-10-21,"Wax, or the Discovery of Television Among the Bees",2
25938,Animation,132601,2012-10-30,The Reef 2: High Tide,2
41967,Action,12911,2001-01-24,The Gaul,2
9052,Crime,63097,1994-01-28,Golden Gate,2
39396,Comedy,31265,1967-12-01,Catalina Caper,2
24266,Horror,28690,1969-07-23,Fangs of the Living Dead,2
23388,Horror,69780,1965-01-01,The Beach Girls and the Monster,2
30753,Comedy,128862,2000-08-19,The Bogus Witch Project,2
26133,Drama,12115,2000-08-08,"Love, Money, Love",2
23442,Action,268823,2014-06-04,April Rain,2
19683,Animation,288037,2000-01-01,Step Up Love Story,2
40341,Comedy,75896,2011-10-06,Rascals,2
31017,Fantasy,143142,2013-04-25,Axe Giant - The Wrath of Paul Bunyan,2
36293,Horror,273509,2014-06-03,Blood Widow,2
8552,Horror,31287,1962-06-08,Eegah,2
23653,Comedy,72951,2011-10-17,Not Another Not Another Movie,2
31835,Thriller,273743,2014-06-01,The Last Light,2
22508,Fantasy,75507,2011-09-27,Dragon Crusaders,2
44223,Science Fiction,42743,1965-03-03,The Human Duplicators,2
31911,Mystery,228606,2013-10-18,The Secret Village,2
20128,Documentary,83479,2011-09-23,Ultrasuede: In Search of Halston,2
20855,Drama,96279,2001-08-17,After The Storm,2
43564,Crime,68163,1993-09-06,The Hidden II,2
18577,Horror,37464,1963-09-01,Monstrosity,2
20927,Thriller,278111,2002-04-02,Angels Don't Sleep Here,2
26593,Action,33733,1970-05-01,One More Time,2
22103,Action,107311,1994-08-18,Crackerjack,2
34733,Drama,203720,1967-06-06,Retribution,2
27431,Action,29416,1970-02-01,Horror of the Blood Monsters,2
1278,Horror,33519,1993-09-29,Amityville: A New Generation,2
29800,Documentary,59839,2001-01-01,The Gospel According to Philip K. Dick,2
42267,Horror,38499,1995-01-01,The Howling: New Moon Rising,2
31838,Comedy,199565,2012-11-30,The Movie Out Here,2
30022,Action,277778,2014-08-08,Starship Rising,2
14020,Action,58421,2002-01-17,Ignition,2
9213,Drama,97206,2002-01-14,Taboo,2
44383,Drama,272610,2014-04-17,Black Rose,2
19052,Horror,71326,2011-06-20,Bunnyman,2
37632,Action,113752,2012-05-28,USS Seaviper,2
3544,Horror,26960,1999-11-09,Retro Puppet Master,2
39513,Thriller,263416,2014-04-15,Dead Sea,2
36509,Action,203351,2013-07-09,Atlantic Rim,2
8564,Horror,31383,1964-02-10,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,2
19174,Action,62289,2003-01-01,A Good Night to Die,2
6780,Action,30349,2003-01-01,Mail Order Bride,2
31646,Western,117700,2012-06-09,Hannah's Law,2
222,Thriller,61813,1995-01-01,Dream Man,2
44880,Thriller,296855,2014-01-01,The Thing on the Doorstep,2
21318,Drama,66753,1991-05-15,Out of Life,2
33433,Music,75063,1972-03-01,Rainbow Bridge,2
29251,Comedy,114674,1992-08-19,Can It Be Love,2
22470,Comedy,83896,2011-12-20,Sand Sharks,2
17496,Action,63736,2011-05-07,Almighty Thor,2
27054,Thriller,120854,2013-07-18,Lizzie,2
9305,Action,35110,2002-06-19,Samouraïs,2
26198,Action,171363,2011-06-30,Pimp Bullies,2
32921,Horror,211914,2013-06-05,Unlucky Charms,2
32348,Mystery,109797,2002-12-15,Nancy Drew,2
24433,Horror,31275,1964-01-01,The Creeping Terror,2
383,Drama,39953,1994-09-30,"Boys Life: Three Stories of Love, Lust, and Liberation",2
29292,Horror,294083,2014-09-21,Dead Girls,2
36167,Western,83831,1973-04-18,Charley-One-Eye,2
27080,Thriller,167198,2013-03-02,The Midnight Game,2
26848,Drama,31253,1968-04-25,Girl in Gold Boots,2
35444,Horror,40800,1991-12-18,Alligator 2 - The Mutation,2
32062,Science Fiction,42727,1966-04-14,Women of the Prehistoric Planet,2
